TOLIMA;SAN ANTONIO;PLAYARRICA;ESCUELA RURAL 
TOLIMA;SAN ANTONIO;LA FLORIDA;ESCUELA RURAL 
TOLIMA;SAN ANTONIO;SANTA ROSA DE TETUAN;ESCUELA RURAL 
TOLIMA;SAN ANTONIO;VILLAHERMOSA;ESCUELA RURAL 
TOLIMA;SAN LUIS;PUESTO CABECERA MUNICIPAL;INST. SAN LUIS GONZAGA
TOLIMA;SAN LUIS;EL SALITRE;INSTITUCION EDUCATIVA
TOLIMA;SAN LUIS;GUASIMITO;INSTITUCION EDUCATIVA
TOLIMA;SAN LUIS;LUISA GARCIA;INSTITUCION EDUCATIVA
TOLIMA;SAN LUIS;MALNOMBRE;INSTITUCION EDUCATIVA
TOLIMA;SAN LUIS;PAYANDE;INSTITUCION EDUCATIVA
TOLIMA;SAN LUIS;SANTA LUCIA;INSTITUCION EDUCATIVA
TOLIMA;SAN LUIS;TOMOGO;INSTITUCION EDUCATIVA
TOLIMA;SANTA ISABEL;PUESTO CABECERA MUNICIPAL;I.E. TECNICA SANTA ISABEL
TOLIMA;SANTA ISABEL;COLON;I.E. TECNICA COLON
TOLIMA;SANTA ISABEL;LA ESTRELLA;I.E. BOLIVAR SEDE ALTO BONITO
TOLIMA;SANTA ISABEL;LA CONGOJA;I.E. LA RICA SEDE LA CONGOJA
TOLIMA;SANTA ISABEL;SAN RAFAEL;CENTRO POBLADO BIBLIOTECA PUBLICA
TOLIMA;SUAREZ;PUESTO CABECERA MUNICIPAL;COL. I.E. SANTA ROSA DE LIMA CRA 4 CLL 4 CTRO
TOLIMA;SUAREZ;CAÑAVERALES;ESCUELA MIXTA CAÑAVERALES
TOLIMA;SUAREZ;HATO VIEJO;COLEGIO PABLO SEXTO
TOLIMA;SUAREZ;SAN CAYETANO Y CHIRILO;ESCUELA MIXTA SAN CAYETANO Y CHIRILO
TOLIMA;VALLE DE SAN JUAN;PUESTO CABECERA MUNICIPAL;INST.JUAN LASO DE LA VEGA
TOLIMA;VALLE DE SAN JUAN;LA MANGA;INSTITUCION EDUCATIVA 
TOLIMA;VALLE DE SAN JUAN;BUENAVISTA ALTA;INSTITUCION EDUCATIVA 
TOLIMA;VALLE DE SAN JUAN;NEME;INSTITUCION EDUCATIVA 
TOLIMA;VALLE DE SAN JUAN;VALLECITO;INSTITUCION EDUCATIVA 
TOLIMA;VENADILLO;PUESTO CABECERA MUNICIPAL;INST.CAMILA MOLANO 
TOLIMA;VENADILLO;JUNIN;INSTITUCION EDUCATIVA
TOLIMA;VENADILLO;LA SIERRITA;PUESTO DE SALUD
TOLIMA;VENADILLO;MALABAR;INSTITUCION EDUCATIVA
TOLIMA;VENADILLO;PALMAROSA;PUESTO DE SALUD 
TOLIMA;VILLAHERMOSA;PUESTO CABECERA MUNICIPAL;ESCUELA NORMAL SUPERIOR
TOLIMA;VILLAHERMOSA;PAVAS;INSTITUCION EDUCATIVA
TOLIMA;VILLAHERMOSA;LA ESMERALDA;INSTITUCION EDUCATIVA
TOLIMA;VILLAHERMOSA;PATIBURRI;INSTITUCION EDUCATIVA
TOLIMA;VILLAHERMOSA;PLATANILLAL;INSTITUCION EDUCATIVA
TOLIMA;VILLAHERMOSA;PRIMAVERA;INSTITUCION EDUCATIVA
TOLIMA;VILLAHERMOSA;SAMARIA;INSTITUCION EDUCATIVA
TOLIMA;VILLAHERMOSA;LA COLORADA;INSTITUCION EDUCATIVA
TOLIMA;VILLAHERMOSA;BETULIA QUEBRADANEGRA;INSTITUCION EDUCATIVA
TOLIMA;VILLAHERMOSA;YARUMAL;INSTITUCION EDUCATIVA
TOLIMA;VILLARRICA;PUESTO CABECERA MUNICIPAL;PLAZA DE MERCADO
TOLIMA;VILLARRICA;LA COLONIA;PUESTO DE SALUD
TOLIMA;VILLARRICA;LOS ALPES;PUESTO DE SALUD
TOLIMA;VILLARRICA;LA MERCADILLA;INSTITUCION EDUCATIVA
TOLIMA;VILLARRICA;PUERTO LLERAS;INSTITUCION EDUCATIVA
VALLE;CALI;ESC. JOSE ACEVEDO Y GOMEZ;AV 6 OESTE CLL 30
VALLE;CALI;INST.EDUC.JOSE HOLGUIN GARCES;AVDA 4 A OESTE # 23-108
VALLE;CALI;C.E.P. LICEO LA AMISTAD;AV 4 OE No. 15 95
VALLE;CALI;SEDE COMUNAL BAJO AGUACATAL;AV 14 A OESTE # 8-04 
